"type","name","fullname","label","labelReport","hintReport","chapter","disaggregation","correlate","structuralequation.risk","structuralequation.coping","structuralequation.resilience","anonymise","clean","cluster","predict","mappoint","mappoly","relevant","required","constraint","repeat_count","listname","qrepeat","qrepeatlabel","qlevel","qgroup","labelchoice","variable","order","weight","score","recategorise","formpart"
"select_multiple","NonFormal","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.NonFormal","If ${FirstName} did not attend any school, what are the reasons?: Non-Formal/Informal","If ${FirstName} did not attend any school, what are the reasons?: Non-Formal/Informal",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","Non-Formal/Informal education program",,,,,,"answers"
"select_multiple","NotSchoolAge","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.NotSchoolAge","If ${FirstName} did not attend any school, what are the reasons?: Not in age for scho","If ${FirstName} did not attend any school, what are the reasons?: Not in age for scho",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","Not in age for school",,,,,,"answers"
"select_multiple","NoSpace","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.NoSpace","If ${FirstName} did not attend any school, what are the reasons?: No space in school","If ${FirstName} did not attend any school, what are the reasons?: No space in school",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","No space in school",,,,,,"answers"
"select_multiple","SchoolNotAllow","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.SchoolNotAllow","If ${FirstName} did not attend any school, what are the reasons?: School did not allo","If ${FirstName} did not attend any school, what are the reasons?: School did not allo",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","School did not allow enrolment",,,,,,"answers"
"select_multiple","NoSchoolArea","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.NoSchoolArea","If ${FirstName} did not attend any school, what are the reasons?: No school in the ar","If ${FirstName} did not attend any school, what are the reasons?: No school in the ar",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","No school in the area",,,,,,"answers"
"select_multiple","NoSchoolShift","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.NoSchoolShift","If ${FirstName} did not attend any school, what are the reasons?: No school shifts in","If ${FirstName} did not attend any school, what are the reasons?: No school shifts in",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","No school shifts in the neighborhood",,,,,,"answers"
"select_multiple","DiffCurricLang","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.DiffCurricLang","If ${FirstName} did not attend any school, what are the reasons?: Difficulties at sch","If ${FirstName} did not attend any school, what are the reasons?: Difficulties at sch",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","Difficulties at school with curriculum",,,,,,"answers"
"select_multiple","NewArrived","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.NewArrived","If ${FirstName} did not attend any school, what are the reasons?: Newly arrived, will","If ${FirstName} did not attend any school, what are the reasons?: Newly arrived, will",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","Newly arrived, will enroll when enrollment opens",,,,,,"answers"
"select_multiple","Marriage","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.Marriage","If ${FirstName} did not attend any school, what are the reasons?: Not attending due t","If ${FirstName} did not attend any school, what are the reasons?: Not attending due t",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","Not attending due to marriage",,,,,,"answers"
"select_multiple","DueToWork","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.DueToWork","If ${FirstName} did not attend any school, what are the reasons?: Not attending due t","If ${FirstName} did not attend any school, what are the reasons?: Not attending due t",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","Not attending due to work",,,,,,"answers"
"select_multiple","Disability","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.Disability","If ${FirstName} did not attend any school, what are the reasons?: Not attending due t","If ${FirstName} did not attend any school, what are the reasons?: Not attending due t",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","Not attending due to disability",,,,,,"answers"
"select_multiple","LearnDiff","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.LearnDiff","If ${FirstName} did not attend any school, what are the reasons?: Not attending due t","If ${FirstName} did not attend any school, what are the reasons?: Not attending due t",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","Not attending due to learning difficulty",,,,,,"answers"
"select_multiple","SchoolFinished","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.SchoolFinished","If ${FirstName} did not attend any school, what are the reasons?: School has already ","If ${FirstName} did not attend any school, what are the reasons?: School has already ",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","School has already finished",,,,,,"answers"
"select_multiple","CultuReasons","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.CultuReasons","If ${FirstName} did not attend any school, what are the reasons?: Cultural/religious ","If ${FirstName} did not attend any school, what are the reasons?: Cultural/religious ",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","Cultural/religious reasons",,,,,,"answers"
"select_multiple","NeedStayHome","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.NeedStayHome","If ${FirstName} did not attend any school, what are the reasons?: Children need to st","If ${FirstName} did not attend any school, what are the reasons?: Children need to st",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","Children need to stay at home",,,,,,"answers"
"select_multiple","PrefNFE","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.PrefNFE","If ${FirstName} did not attend any school, what are the reasons?: Preference for Non-","If ${FirstName} did not attend any school, what are the reasons?: Preference for Non-",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","Preference for Non-Formal Education (NFE)",,,,,,"answers"
"select_multiple","FearViolenceSchool","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.FearViolenceSchool","If ${FirstName} did not attend any school, what are the reasons?: Fear of violence in","If ${FirstName} did not attend any school, what are the reasons?: Fear of violence in",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","Fear of violence in schools",,,,,,"answers"
"select_multiple","FearViolenceRoute","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.FearViolenceRoute","If ${FirstName} did not attend any school, what are the reasons?: Fear of violence on","If ${FirstName} did not attend any school, what are the reasons?: Fear of violence on",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","Fear of violence on the way to schools",,,,,,"answers"
"select_multiple","NeedToWork","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.NeedToWork","If ${FirstName} did not attend any school, what are the reasons?: Need to work","If ${FirstName} did not attend any school, what are the reasons?: Need to work",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","Need to work",,,,,,"answers"
"select_multiple","AlreadyGrad","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.AlreadyGrad","If ${FirstName} did not attend any school, what are the reasons?: Already graduated","If ${FirstName} did not attend any school, what are the reasons?: Already graduated",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","Already graduated",,,,,,"answers"
"select_multiple","other","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.other","If ${FirstName} did not attend any school, what are the reasons?: Other","If ${FirstName} did not attend any school, what are the reasons?: Other",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","Other",,,,,,"answers"
"select_multiple","NoAnswer","Profile.CaseNoDetails.IndBiodata.YouthEduc.NotEnrolled.NoAnswer","If ${FirstName} did not attend any school, what are the reasons?: Does not wish to an","If ${FirstName} did not attend any school, what are the reasons?: Does not wish to an",,"Education",,,,,,,"no",,,,,"selected(${Enrolled},'no')","yes",,,"reasons_school","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.YouthEduc","Does not wish to answer",,,,,,"answers"
"select_multiple","ChildWorks","Welfare.Housing.PaymentMeans.ChildWorks","Who works in exchange for rent?: Child works for landlord","Who works in exchange for rent?: Child works for landlord",,"Shelter",,,,,,,"no",,,,,"selected(${OccupType},'RentWork')","yes",,,"rent_exchange","","MainDataFrame","level2","Welfare.Housing","Child works for landlord",,,,,,"answers"
"select_multiple","MaleWorks","Welfare.Housing.PaymentMeans.MaleWorks","Who works in exchange for rent?: Male adult works for landlord","Who works in exchange for rent?: Male adult works for landlord",,"Shelter",,,,,,,"no",,,,,"selected(${OccupType},'RentWork')","yes",,,"rent_exchange","","MainDataFrame","level2","Welfare.Housing","Male adult works for landlord",,,,,,"answers"
"select_multiple","FemaleWorks","Welfare.Housing.PaymentMeans.FemaleWorks","Who works in exchange for rent?: Female adult works for landlord","Who works in exchange for rent?: Female adult works for landlord",,"Shelter",,,,,,,"no",,,,,"selected(${OccupType},'RentWork')","yes",,,"rent_exchange","","MainDataFrame","level2","Welfare.Housing","Female adult works for landlord",,,,,,"answers"
"select_multiple","AllAbove","Welfare.Housing.PaymentMeans.AllAbove","Who works in exchange for rent?: All of the above and additional persons","Who works in exchange for rent?: All of the above and additional persons",,"Shelter",,,,,,,"no",,,,,"selected(${OccupType},'RentWork')","yes",,,"rent_exchange","","MainDataFrame","level2","Welfare.Housing","All of the above and additional persons",,,,,,"answers"
"select_multiple","NoAnswer","Welfare.Housing.PaymentMeans.NoAnswer","Who works in exchange for rent?: Does not wish to answer","Who works in exchange for rent?: Does not wish to answer",,"Shelter",,,,,,,"no",,,,,"selected(${OccupType},'RentWork')","yes",,,"rent_exchange","","MainDataFrame","level2","Welfare.Housing","Does not wish to answer",,,,,,"answers"
"select_multiple","ServicesWater","Welfare.Housing.ServicesRent.ServicesWater","What services are included in the rent?: Water supply","What services are included in the rent?: Water supply",,"Shelter",,,,,,,"no",,,,,,"yes",,,"rent_services","","MainDataFrame","level2","Welfare.Housing","Water supply",,,,,,"answers"
"select_multiple","ServicesElect","Welfare.Housing.ServicesRent.ServicesElect","What services are included in the rent?: Electricity","What services are included in the rent?: Electricity",,"Shelter",,,,,,,"no",,,,,,"yes",,,"rent_services","","MainDataFrame","level2","Welfare.Housing","Electricity",,,,,,"answers"
"select_multiple","ServicesNone","Welfare.Housing.ServicesRent.ServicesNone","What services are included in the rent?: None","What services are included in the rent?: None",,"Shelter",,,,,,,"no",,,,,,"yes",,,"rent_services","","MainDataFrame","level2","Welfare.Housing","None",,,,,,"answers"
